Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you want to take this survey in English or Spanish?¿Quieres responder la encuesta en inglés o español?,Please ask your teacher for their teacher code.,What is the name of your district and school?,,What grade are you currently enrolled in?,What is your gender?,Are you Hispanic/Latino/a?,What is your ethnicity? Select all that apply.,,,,,,,How often do you speak English at home? ,How much do you agree or disagree with the statements below?,,,,"For you personally, how true or not true is the statement below? (Select only one)",How much do you agree or disagree with the statement below? (Select one only),How much do you agree or disagree with the statements below?,,,,,How much do you agree or disagree with the statements below?,,,,"When reading the following statements, think about your current math class and decide how well the statements describe you.",,,,,,,,,,,,,How often does your math teacher do each of the following?,,"Por favor, pídele a tu profesor/a su código.",Selecciona el nombre de tu distrito escolar y escuela.,,"¿Actualmente, en qué grado estás matriculado?",¿Cuál es tu sexo/género?,¿Eres hispano / latino/a?,¿Cuál es tu raza/origen étnico? (seleccione todas las que correspondan),,,,,,,¿Qué tan frecuente hablas inglés en tu casa?,¿En qué medida estás de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Para ti personalmente, ¿qué tan verdadera o no verdadera es la siguiente declaración? (Seleccione solo uno)",¿En qué medida está de acuerdo o en desacuerdo con la siguiente declaración? (Seleccione solo uno),¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,,¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Al leer las siguientes declaraciones, piensa en tu actual clase de matemáticas y decide qué tan bien te describen estas declaraciones.",,,,,,,,,,,,,¿Con qué frecuencia su profesor de matemáticas hace cada uno de los siguientes?,
13489802787,410322128,06/07/2022 09:34:07 AM,06/07/2022 09:38:41 AM,24.189.201.74,,,,,English / inglés,YXM1234,"NYC District 11 - MS 127, NY",,8,Male,No,,,,Asian,,,,Almost always,Strongly agree,Mostly agree,Disagree,Strongly agree,Not at all true,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Very much like me,Very much like me,Mostly like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Not much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489777697,410322128,06/07/2022 09:05:13 AM,06/07/2022 09:11:34 AM,68.195.58.207,,,,,English / inglés,YXM1234,,,8,Prefer not to answer,Yes,,,,,,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489703643,410322128,06/07/2022 07:47:55 AM,06/07/2022 07:55:48 AM,74.88.64.142,,,,,English / inglés,YXM1234,"NYC District 11 - MS 127, NY",,8,Male,No,,,Black or African American,,White,,,Always,Disagree,Disagree,Disagree,Strongly disagree,Slightly true,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Somewhat like me,Very much like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Very much like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489630741,410322128,06/07/2022 06:34:44 AM,06/07/2022 06:34:56 AM,71.183.231.61,,,,,Spanish / español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489597760,410322128,06/07/2022 05:58:49 AM,06/07/2022 05:58:56 AM,69.127.187.135,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489282724,410322128,06/06/2022 05:48:30 PM,06/06/2022 06:57:46 PM,24.185.65.14,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489257673,410322128,06/06/2022 06:00:24 PM,06/06/2022 06:20:19 PM,69.127.181.51,,,,,English / inglés,YXM1234,,,8,Female,No,,,,Asian,,,,Sometimes,Strongly disagree,Agree,Strongly disagree,Strongly agree,Extremely true,Agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a little,Agree a lot,Somewhat like me,Mostly like me,Very much like me,Mostly like me,Mostly like me,Very much like me,Not at all like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,Mostly like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489251587,410322128,06/06/2022 05:48:30 PM,06/06/2022 05:48:40 PM,24.185.65.14,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489237249,410322128,06/06/2022 05:20:20 PM,06/06/2022 05:32:18 PM,100.38.61.14,,,,,English / inglés,YXM1234,"NYC District 11 - MS 127, NY",,8,Female,Yes,,,,,,,Mexican American ,Always,Strongly disagree,Disagree,Mostly disagree,Mostly agree,Very true,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,Not much like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489227870,410322128,06/06/2022 05:04:20 PM,06/06/2022 05:14:42 PM,67.84.22.0,,,,,English / inglés,YXM1234,"NYC District 11 - MS 127, NY",,8,Male,Yes,,,,,,,Latino ,Sometimes,Strongly agree,Mostly agree,Agree,Agree,Extremely true,Agree,Strongly agree,Slightly agree,Agree,Slightly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Mostly like me,Somewhat like me,Mostly like me,Very much like me,Mostly like me,Mostly like me,Somewhat like me,Not at all like me,Very much like me,Mostly like me,Very much like me,Mostly like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489232940,410322128,06/06/2022 05:12:41 PM,06/06/2022 05:12:50 PM,63.141.48.225,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489220758,410322128,06/06/2022 04:53:45 PM,06/06/2022 05:04:16 PM,96.246.88.192,,,,,English / inglés,YXM1234,"NYC District 11 - MS 127, NY",,8,Female,Yes,,,,,White,,,Sometimes,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Mostly like me,Very much like me,Very much like me,Somewhat like me,Not much like me,Mostly like me,Somewhat like me,Very much like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489221383,410322128,06/06/2022 04:54:27 PM,06/06/2022 04:54:47 PM,96.246.223.33,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489215715,410322128,06/06/2022 04:46:06 PM,06/06/2022 04:51:00 PM,141.155.157.22,,,,,English / inglés,YXM1234,"NYC District 11 - MS 127, NY",,8,Female,No,,,Black or African American,,,,,Sometimes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Extremely true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Somewhat like me,Very much like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Very much like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489213656,410322128,06/06/2022 04:42:49 PM,06/06/2022 04:43:59 PM,24.190.183.51,,,,,English / inglés,YXM1234,"NYC District 11 - MS 127, NY",,8,Female,No,,,Black or African American,,,,Jamaican,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489213710,410322128,06/06/2022 04:42:53 PM,06/06/2022 04:43:57 PM,68.196.102.153,,,,,English / inglés,Yxm1234,"NYC District 11 - MS 127, NY",,8,Female,No,,,,,,More than one race,,Almost always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489213517,410322128,06/06/2022 04:42:25 PM,06/06/2022 04:43:55 PM,172.58.229.172,,,,,English / inglés,ymx1234,"NYC District 11 - MS 127, NY",,8,Female,Yes,,,,,,More than one race,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489213866,410322128,06/06/2022 04:42:56 PM,06/06/2022 04:43:13 PM,172.58.227.90,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489213335,410322128,06/06/2022 04:42:13 PM,06/06/2022 04:42:21 PM,69.114.101.32,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489209468,410322128,06/06/2022 04:35:32 PM,06/06/2022 04:37:59 PM,98.15.226.254,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489195127,410322128,06/06/2022 04:13:47 PM,06/06/2022 04:13:53 PM,72.69.248.187,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13488765017,410322128,06/06/2022 07:40:57 AM,06/06/2022 07:48:46 AM,165.155.140.43,,,,,English / inglés,DXH1234,"NYC District 11 - IS 326, NY",,7,Female,,,,,,,,American,Always,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Very true,Strongly agree,,Agree,Agree,Agree,Agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Not at all like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13436401979,410322128,04/06/2022 12:46:13 PM,04/06/2022 12:57:26 PM,50.48.143.91,,,,,English / inglés,,,,7,Female,Yes,,,Black or African American,,,More than one race,,Always,Mostly disagree,Agree,Mostly agree,Strongly agree,Somewhat true,Strongly agree,Strongly disagree,Slightly disagree,Agree,Agree,Slightly disagree,Agree a lot,Agree a lot,Agree a lot,Disagree a little,Not much like me,Mostly like me,Somewhat like me,,Very much like me,Mostly like me,Not at all like me,Not at all like me,Mostly like me,Not at all like me,Somewhat like me,Mostly like me,Not much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13433678337,410322128,04/04/2022 04:54:10 PM,04/04/2022 04:55:57 PM,50.48.143.91,,,,,English / inglés,,Rochester City School District - School 3,,7,Female,Yes,,,Black or African American,,,More than one race,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13396256249,410322128,03/14/2022 09:56:41 AM,03/14/2022 09:56:54 AM,173.225.57.105,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13384432410,410322128,03/09/2022 01:55:02 AM,03/09/2022 01:55:09 AM,50.48.138.15,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13383133604,410322128,03/08/2022 01:00:54 PM,03/08/2022 01:01:59 PM,74.74.104.46,,,,,English / inglés,AMW0516,Rochester City School District - Monroe Lower,,7,Male,No,,,,,White,,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13338826394,410322128,02/17/2022 09:15:16 AM,02/17/2022 09:15:36 AM,173.225.57.105,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13338414582,410322128,02/17/2022 06:51:49 AM,02/17/2022 06:51:55 AM,173.225.57.105,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13336832540,410322128,02/16/2022 03:44:18 PM,02/16/2022 03:51:17 PM,98.13.62.35,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Female,Yes,,,,,,More than one race,,Sometimes,Agree,Strongly agree,Disagree,Strongly agree,Extremely true,Agree,Disagree,Agree,Slightly agree,Slightly agree,Agree,Disagree a lot,Agree a little,Agree a little,Agree a little,Somewhat like me,Very much like me,Very much like me,Mostly like me,Not much like me,Somewhat like me,Somewhat like me,Very much like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13335875460,410322128,02/16/2022 09:14:51 AM,02/16/2022 09:24:57 AM,173.225.57.105,,,,,English / inglés, ELH0428,Rochester City School District - School 5,,7,Female,No,,,Black or African American,,,,,Almost always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13335858668,410322128,02/16/2022 09:17:14 AM,02/16/2022 09:17:25 AM,173.225.57.105,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13335849363,410322128,02/16/2022 09:13:46 AM,02/16/2022 09:14:02 AM,173.225.57.105,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13335507032,410322128,02/16/2022 07:16:08 AM,02/16/2022 07:27:03 AM,173.225.57.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Female,Yes,,,,,,More than one race,,Always,Disagree,Mostly disagree,Mostly disagree,Disagree,Slightly true,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Somewhat like me,Not much like me,Somewhat like me,Not at all like me,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13335514683,410322128,02/16/2022 07:19:04 AM,02/16/2022 07:22:56 AM,173.225.57.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Female,No,,,Black or African American,,,,Irish,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332806491,410322128,02/15/2022 09:20:28 AM,02/15/2022 09:30:54 AM,173.225.57.105,,,,,English / inglés,,Rochester City School District - School 5,,7,Female,No,,,Black or African American,,,,,Almost always,Mostly agree,Disagree,Disagree,Strongly disagree,Very true,Agree,Agree,Slightly agree,Agree,Agree,Agree,Agree a little,Agree a little,Disagree a little,Agree a little,Not at all like me,Very much like me,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332782064,410322128,02/15/2022 09:11:41 AM,02/15/2022 09:26:38 AM,173.225.57.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Female,No,,,Black or African American,,,,,Always,Strongly disagree,Disagree,Disagree,Mostly agree,Somewhat true,Strongly agree,Slightly agree,Agree,Strongly agree,Agree,Strongly agree,Agree a lot,Agree a lot,Agree a little,Agree a lot,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Not at all like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332767865,410322128,02/15/2022 09:06:58 AM,02/15/2022 09:11:44 AM,173.225.57.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Male,Yes,,,,,,More than one race,,Almost always,Mostly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very true,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a little,Agree a lot,Not much like me,Very much like me,Not at all like me,Mostly like me,Very much like me,Very much like me,Mostly like me,Not at all like me,Not at all like me,Mostly like me,Very much like me,Somewhat like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332694480,410322128,02/15/2022 08:42:26 AM,02/15/2022 08:43:34 AM,173.225.57.166,,,,,English / inglés,AMW0516,Rochester City School District - Monroe Lower,,8,Female,No,,,Black or African American,,,,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332693392,410322128,02/15/2022 08:42:02 AM,02/15/2022 08:42:08 AM,173.225.57.166,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332691889,410322128,02/15/2022 08:41:20 AM,02/15/2022 08:41:38 AM,173.225.57.166,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332396952,410322128,02/15/2022 07:04:49 AM,02/15/2022 07:31:55 AM,173.225.57.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Male,No,,,Black or African American,,,,,Almost always,Strongly disagree,Disagree,Disagree,Strongly disagree,Somewhat true,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree a little,Agree a little,Disagree a little,Disagree a little,Mostly like me,Very much like me,Very much like me,Somewhat like me,Mostly like me,Not much like me,Not at all like me,Very much like me,Mostly like me,Somewhat like me,Not at all like me,Not at all like me,Somewhat like me,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332415593,410322128,02/15/2022 07:11:04 AM,02/15/2022 07:17:08 AM,173.225.57.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Male,No,,,,,,,Arabic,Almost always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332385709,410322128,02/15/2022 07:01:25 AM,02/15/2022 07:15:43 AM,173.225.57.105,,,,,English / inglés, ELH0428,Rochester City School District - School 5,,7,Female,No,,,,,,More than one race,,Sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Mostly disagree,Very true,Strongly agree,Agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Agree a little,Agree a lot,Agree a lot,Agree a lot,Not much like me,Mostly like me,Not at all like me,Mostly like me,Very much like me,Very much like me,Mostly like me,Not much like me,Not at all like me,Very much like me,Mostly like me,Very much like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332402527,410322128,02/15/2022 07:06:39 AM,02/15/2022 07:13:36 AM,173.225.57.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Female,No,,,Black or African American,,,,Irish,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332390339,410322128,02/15/2022 07:02:43 AM,02/15/2022 07:13:36 AM,173.225.57.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Female,No,,,Black or African American,,,,,Always,Strongly disagree,Mostly disagree,Strongly disagree,Mostly agree,Very true,Strongly agree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Agree,Agree a little,Disagree a little,Agree a little,Disagree a little,Somewhat like me,Somewhat like me,Very much like me,Somewhat like me,Mostly like me,Very much like me,Not much like me,Somewhat like me,Not much like me,Mostly like me,Somewhat like me,Not much like me,Somewhat like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332395883,410322128,02/15/2022 07:04:35 AM,02/15/2022 07:11:50 AM,173.225.57.105,,,,,English / inglés,ELHO428,Rochester City School District - School 5,,7,Female,Yes,,,Black or African American,,,,Hispanic ,Always,Mostly disagree,Strongly disagree,Strongly disagree,Mostly agree,Somewhat true,Strongly agree,Agree,Agree,Agree,Slightly agree,Agree,Agree a little,Agree a lot,Disagree a little,Disagree a little,Not at all like me,Very much like me,Not much like me,Very much like me,Mostly like me,Not much like me,Not much like me,Not much like me,Not at all like me,Very much like me,Mostly like me,Not much like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332384602,410322128,02/15/2022 07:00:57 AM,02/15/2022 07:06:13 AM,173.225.57.105,,,,,English / inglés,ELH0428,,,7,Male,Yes,,,,Asian,,,,Almost always,Mostly agree,Mostly disagree,Mostly disagree,Mostly agree,Somewhat true,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree a lot,Agree a little,Agree a little,Agree a little,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,Once in a while,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13332392976,410322128,02/15/2022 07:03:37 AM,02/15/2022 07:05:09 AM,173.225.57.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Male,No,,,,Asian,,,,Almost always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
